file,accuracy,f1_score,recall,precision
20_newsgroups_cohere_entropy_cohere_entropy_from_random24_80_temp0_exp1.csv,0.6036458333333333,0.4083969648089449,0.40401688679215053,0.5088242162543521
20_newsgroups_cohere_entropy_cohere_entropy_from_random42_80_temp0_exp1.csv,0.6151041666666667,0.4019953423611461,0.3993743657815693,0.49251196451012447
ag_news_cohere_entropy_cohere_entropy_from_random24_80_temp0_exp1.csv,0.8695652173913043,0.8592124102756901,0.8568268898337903,0.8793617531749758
ag_news_cohere_entropy_cohere_entropy_from_random42_80_temp0_exp1.csv,0.8760869565217392,0.8661159562885083,0.8643462245696999,0.8849605047075049
go_emotions_cohere_entropy_cohere_entropy_from_random24_96_temp0_exp1.csv,0.32730263157894735,0.16790650420822834,0.15998928739469945,0.22715892986774402
go_emotions_cohere_entropy_cohere_entropy_from_random42_96_temp0_exp1.csv,0.3229166666666667,0.1515579332366315,0.14305390015260766,0.20802856673608475
social_media_cohere_entropy_cohere_entropy_from_random24_60_temp0_exp1.csv,0.5704295704295704,0.5174992690540959,0.5830893467225455,0.5374097362845741
social_media_cohere_entropy_cohere_entropy_from_random42_60_temp0_exp1.csv,0.572139303482587,0.4812247561918656,0.5177172630615268,0.49986133123527576
sst5_cohere_entropy_cohere_entropy_from_random24_60_temp0_exp1.csv,0.4319148936170213,0.40292864125083644,0.4422958321458448,0.5624757251075909
sst5_cohere_entropy_cohere_entropy_from_random42_60_temp0_exp1.csv,0.3414893617021277,0.32379186985400893,0.3595442272188575,0.5213737542956812
yahoo_cohere_entropy_cohere_entropy_from_random24_60_temp0_exp1.csv,0.7340425531914894,0.4625290154102977,0.45787045835046203,0.4766483548123813
yahoo_cohere_entropy_cohere_entropy_from_random42_60_temp0_exp1.csv,0.7297872340425532,0.46050843246627554,0.45570214594030967,0.47105675381139456
